PARENTSITE,PARENTSITE_ID,SUBSITE,SUBSITE_ID,MML_ID,BEACH_NO,FROM_TO,NO_RPT,REGION,REGNO,RCA,E_W_144,ROOK,TREND_70,TREND_90,TREND_00,CH_93R,PUPS_50,CH_PROPOSEDR,CH_93HO,NP_BRD_200,NP_NONBRD_100,CH_PROPOSEDHO,LAT,LON,HEM,SITE_ORIG/A-B,COMPLEX_ORIG,PUP,JUV,GPSID,IS_NO,SITE_NO,SEQ_NO,REDUNDANT,SUBSTR_CODE,SUBSTR_DESCR,ORIENT,NOTES,,
CLUBBING ROCKS,710,CLUBBING ROCKS NORTH/B,B,285B,,,1,W GULF,8,7,W,1,1,1,1,1,1,1,,,,,54.736,-162.469,W,CLUBBING ROCKS NORTH/B,CLUBBING ROCKS,1,,CLUBN,770,1,169.1,2,4,SLAB-ROCK ,"""E,S""",,,
CLUBBING ROCKS,710,CLUBBING ROCKS SOUTH,C,286,,,1,W GULF,8,7,W,1,1,1,1,1,1,1,,,,,54.700,-162.445,W,CLUBBING ROCKS SOUTH,CLUBBING ROCKS,1,,CLUBS,770,2,169.2,2,4,SLAB-ROCK ,"""E,S""",,,
EGG (SAND POINT),711,EGG (SAND POINT),A,268,,,1,W GULF,8,7,W,0,0,0,1,,,,,,,,55.277,-160.517,W,EGG (SAND POINT),,,,EGGSP,446,0,158,,,,,,,
HAGUE ROCK,712,HAGUE ROCK,A,288,,,1,W GULF,8,7,W,0,0,0,1,,,,,,,,54.556,-162.401,W,HAGUE ROCK,,,,HAGUE,824,0,171,,4,SLAB-ROCK ,,,,
HUNT,713,HUNT,A,281,,,1,W GULF,8,7,W,0,0,0,0,,,,,,,,54.757,-162.248,W,HUNT,,,,HUNTI,689,0,167.5,,,,,,,
JUDE,714,JUDE,A,273,,,1,W GULF,8,7,W,1,0,1,1,,1,1,1,,,,55.262,-161.104,W,JUDE,,1,1,JUDEI,527,0,162,,4,SLAB-ROCK ,S,,,
KAK,810,KAK,A,252,,,1,W GULF,8,8,W,0,0,1,1,,,,,1,,1,56.288,-157.835,W,KAK,,,,KAKIS,68,0,143,,4,SLAB-ROCK ,"""SE,SW""",,,
KUPREANOF POINT,716,KUPREANOF POINT,A,257,,,1,W GULF,8,7,W,0,0,1,1,,,,,1,,1,55.565,-159.603,W,KUPREANOF POINT,,,,KUPRE,203,0,148,,6,OFFSHORE R,SE,updated 3/12/14,,
LIGHTHOUSE ROCKS,818,LIGHTHOUSE ROCKS,A,250,,,1,W GULF,8,8,W,1,0,1,1,,1,1,1,,,,55.778,-157.408,W,LIGHTHOUSE ROCKS,,1,,LIGHT,14,0,141,,4,SLAB-ROCK ,N,,,
MITROFANIA,819,MITROFANIA,A,255,,,1,W GULF,8,8,W,0,0,1,1,,,,,1,1,1,55.842,-158.703,W,MITROFANIA,,,1,MITRO,149,0,146,,4,SLAB-ROCK ,,,,
NAGAI/MOUNTAIN POINT,717,NAGAI/MOUNTAIN POINT,A,266A,1,FROM,1,W GULF,8,7,W,0,1,1,1,,,,1,1,1,1,54.915,-160.254,W,NAGAI/MOUNTAIN POINT/A,NAGAI/MOUNTAIN POINT,,,MTPT1,419,1,156,,5,OFFSHORE S,W,updated 3/12/14,,
NAGAI/MOUNTAIN POINT,717,NAGAI/MOUNTAIN POINT/B,B,266B,2,,0,W GULF,8,7,W,0,1,1,1,,,,1,1,1,1,54.904,-160.251,W,NAGAI/MOUNTAIN POINT/B,NAGAI/MOUNTAIN POINT,,,MTPT1,419,1,156,,5,OFFSHORE S,W,updated 3/12/14,,
NAGAI/MOUNTAIN POINT,717,NAGAI/MOUNTAIN POINT/C,C,266C,3,TO,0,W GULF,8,7,W,0,1,1,1,,,,1,1,1,1,54.872,-160.231,W,NAGAI/MOUNTAIN POINT/C,NAGAI/MOUNTAIN POINT,,,MTPT1,419,1,156,,5,OFFSHORE S,W,updated 3/12/14,,
NAGAI/RK W OF CAPE WEDGE,718,NAGAI/RK W OF CAPE WEDGE,A,267,,,1,W GULF,8,7,W,0,0,0,1,,,,,,,,55.242,-159.958,W,NAGAI/RK W OF CAPE WEDGE,,,,WEDGE,419,2,157,,,,,,,
OLGA ROCKS,719,OLGA ROCKS NE,A,277,,,1,W GULF,8,7,W,0,0,0,1,,,,,1,1,1,55.008,-161.497,W,OLGA ROCKS NE,OLGA ROCKS,,1,OLGAN,608,1,165.1,2,5,OFFSHORE R,ALL,,,
OLGA ROCKS,719,OLGA ROCKS SW,B,278,,,1,W GULF,8,7,W,0,0,0,1,,,,,1,1,1,54.985,-161.515,W,OLGA ROCKS SW,OLGA ROCKS,,1,OLGAS,608,2,165.2,2,5,OFFSHORE R,ALL,,,
OMEGA,720,OMEGA,A,274,,,1,W GULF,8,7,W,0,0,0,1,,,,,,,,55.242,-161.242,W,OMEGA,,,,OMEGA,554,0,163,,,,,,,
PAUL,721,PAUL,A,565,,,1,W GULF,8,7,W,0,0,0,0,,,,,,,,55.758,-159.300,W,PAUL,,,,,0,0,,,,,,,,
PINNACLE ROCK,722,PINNACLE ROCK,A,280A,1,FROM,1,W GULF,8,7,W,1,1,1,1,1,1,1,,,,,54.772,-161.764,W,PINNACLE ROCK/A,PINNACLE ROCK,1,,PINCL,662,0,167,,4,SLAB-ROCK ,ALL,,,
PINNACLE ROCK,722,PINNACLE ROCK/B,B,280B,2,TO,0,W GULF,8,7,W,1,1,1,1,1,1,1,,,,,54.767,-161.764,W,PINNACLE ROCK/B,PINNACLE ROCK,1,,PINCL,662,0,167,,4,SLAB-ROCK ,ALL,,,
SANAK,724,SANAK,A,291,,,1,W GULF,8,7,W,0,0,0,0,,,,,,1,1,54.383,-162.583,W,SANAK,,,,SANAK,905,0,174,,,,,,,
SEA LION ROCKS (SHUMAGINS),725,SEA LION ROCKS (SHUMAGINS),A,269,,,1,W GULF,8,7,W,0,1,1,1,,,,1,1,1,1,55.077,-160.520,W,SEA LION ROCKS (SHUMAGINS),,,1,SLR2S,473,0,159,,4,SLAB-ROCK ,E,,,
SEAL CAPE,822,SEAL CAPE,A,254,,,1,W GULF,8,8,W,0,0,0,1,,,,,,,,55.997,-158.422,W,SEAL CAPE,,,,SEALC,122,0,145,,,,,,,
SIMEONOF,726,SIMEONOF,A,601,,,1,W GULF,8,7,W,0,0,0,0,,,,,,,,54.862,-159.254,W,SIMEONOF,,,,,,,,,,,,,,
SOUTH ROCKS,727,SOUTH ROCKS,A,290,,,1,W GULF,8,7,W,1,0,1,1,,1,1,1,,,,54.302,-162.689,W,SOUTH ROCKS,,1,1,SORKS,878,0,173,,4,SLAB-ROCK ,W,,,
SOZAVARIKA,728,SOZAVARIKA,A,282,,,1,W GULF,8,7,W,0,0,0,0,,,,,,,,54.857,-162.523,W,SOZAVARIKA,,,,SOZAV,716,0,167.6,,,,,,,
SPITZ,823,SPITZ,A,256,,,1,W GULF,8,8,W,0,1,1,1,,,,1,1,,1,55.777,-158.898,W,SPITZ,,,,SPITZ,176,0,147,,5,OFFSHORE S,,,,
SUSHILNOI ROCKS,729,SUSHILNOI ROCKS,A,279A,1,FROM,1,W GULF,8,7,W,1,0,0,1,,1,1,,,,,54.834,-161.741,W,SUSHILNOI ROCKS/A,SUSHILNOI ROCKS,1,1,SUSHI,635,0,166,,5,OFFSHORE S,ALL,,,
SUSHILNOI ROCKS,729,SUSHILNOI ROCKS/B,B,279B,2,TO,0,W GULF,8,7,W,1,0,0,1,,1,1,,,,,54.821,-161.712,W,SUSHILNOI ROCKS/B,SUSHILNOI ROCKS,1,1,SUSHI,635,0,166,,5,OFFSHORE S,ALL,,,
THE HAYSTACKS,730,THE HAYSTACKS,A,263,,,1,W GULF,8,7,W,0,0,1,1,,,,,,,,55.268,-160.057,W,THE HAYSTACKS,,,,HAYST,365,0,154,,4,SM ROCKY I,,updated 3/12/14,,
THE WHALEBACK,731,THE WHALEBACK,A,264,,,1,W GULF,8,7,W,1,0,1,1,,1,1,1,,,,55.280,-160.084,W,THE WHALEBACK,,1,1,WHALE,392,0,155,,4,SLAB-ROCK ,S,,,
TWINS,734,TWINS,A,262,,,1,W GULF,8,7,W,0,0,0,1,,,,,,,,54.960,-159.876,W,TWINS,,,,TWINS,338,0,153,,,,,,,
UMGA,736,UMGA,A,283,,,1,W GULF,8,7,W,0,0,0,0,,,,,,,,54.800,-162.725,W,UMGA,,,,UMGAI,743,0,168,,,,,,,
UNGA/ACHEREDIN POINT,737,UNGA/ACHEREDIN POINT,A,272A,1,FROM,1,W GULF,8,7,W,0,0,1,1,,,,,1,1,1,55.121,-160.818,W,UNGA/ACHEREDIN POINT/A,UNGA/ACHEREDIN POINT,,,ACHER,500,2,161,,6,OFFSHORE R,W,,,
UNGA/ACHEREDIN POINT,737,UNGA/ACHEREDIN POINT/B,B,272B,2,TO,0,W GULF,8,7,W,0,0,1,1,,,,,1,1,1,55.118,-160.822,W,UNGA/ACHEREDIN POINT/B,UNGA/ACHEREDIN POINT,,,ACHER,500,2,161,,6,OFFSHORE R,W,,,
UNGA/CAPE UNGA,738,UNGA/CAPE UNGA,A,271,,,1,W GULF,8,7,W,0,0,0,1,,,,,,,,55.127,-160.535,W,UNGA/CAPE UNGA,,,,UNGAC,500,1,160,,,,,,,
WOSNESENSKI,741,WOSNESENSKI,A,275,,,1,W GULF,8,7,W,0,0,0,1,,,,,,,,55.167,-161.417,W,WOSNESENSKI,,,,WOSNE,581,0,164,,,,,,,
